장례식장명,항목,호실/상세,가격(만원)
"장례식장 평화원","염습료","쓰레기 수거료(음식물쓰레기포함)",6
"장례식장상예원","장례식장 임대료","1일",20
"장례식장상예원","장례식장 임대료","시간당",3.5
"장례식장상예원","장례식장 임대료","시간당",3
"장례식장상예원","장례식장 임대료","시간당",2.5
"장례식장상예원","안치료","시간당",0.7
"장례식장상예원","염습료","수시초비",15
"장수군보건의료원장례식장","장례식장 임대료","분향실 접객실 주방 사체실 참관실등 ",20
"장수군보건의료원장례식장","장례식장 임대료","분향실 접객실 주방 사체실 참관실등 ",12
"장수군보건의료원장례식장","염습료","염습료",30
"장유누가병원 장례식장","장례식장 임대료","1실/24시간",90
"장유누가병원 장례식장","장례식장 임대료","1실/24시간",60
"장유누가병원 장례식장","장례식장 임대료","1실/24시간",130
"장유누가병원 장례식장","안치료","1일/24시간",15
"장호원장례식장","안치료","1일 기준",9.6
"장호원장례식장","염습료","2인1조 1회",30
"장호원장례식장","염습료","상조회및가족입관",30
"장호원장례식장","염습료","2인1조 1회",15
"장흥병원장례식장","장례식장 임대료","1회",20
"장흥병원장례식장","안치료","1일",10
"장흥우리병원중앙장례식장","장례식장 임대료","1일/",45
"장흥우리병원중앙장례식장","장례식장 임대료","1일",40
"장흥우리병원중앙장례식장","장례식장 임대료","1일",40
"장흥우리병원중앙장례식장","장례식장 임대료","1회당(자가 및 상조회)",25
"장흥우리병원중앙장례식장","안치료","1일",6
"장흥우리병원중앙장례식장","염습료","장례식장 직원이 염습",30
"장흥우리병원중앙장례식장","염습료","사고사로 사망한 시신 염습",35
"장흥우리병원중앙장례식장","염습료","수시",10
"전곡효사랑병원장례식장","장례식장 임대료","2호실",45
"전곡효사랑병원장례식장","장례식장 임대료","1호실",37.5
"전곡효사랑병원장례식장","장례식장 임대료","상주게스트룸(ㅣ실 1일 )",3
"전곡효사랑병원장례식장","장례식장 임대료","6호실",26
"전곡효사랑병원장례식장","장례식장 임대료","5호실",32.5
"전곡효사랑병원장례식장","장례식장 임대료","3호실",25
"전곡효사랑병원장례식장","장례식장 임대료","발인실 대여",5
"전곡효사랑병원장례식장","장례식장 임대료","염습실 대여",30
"전곡효사랑병원장례식장","안치료","1구 / 1일",10
"전곡효사랑병원장례식장","염습료","인건비",5
"전곡효사랑병원장례식장","염습료","인건비",20
"전남대학교병원장례식장","장례식장 임대료","1실/24시간 기준",35
"전남대학교병원장례식장","장례식장 임대료","1실/24시간 기준",50
"전남대학교병원장례식장","장례식장 임대료","1실/24시간 기준",45.5
"전남대학교병원장례식장","장례식장 임대료","1실/24시간 기준",25
"전남대학교병원장례식장","장례식장 임대료","1실/24시간 기준",17.5
"전남대학교병원장례식장","안치료","1실/24시간 기준",4.2
"전남대학교병원장례식장","안치료","1실/24시간 기준",6
"전남대학교병원장례식장","염습료","1구당(염습실사용료)",15
"전남대학교병원장례식장","염습료","1구당(12세이하)",15
"전남대학교병원장례식장","염습료","염습료",23
"전남대학교병원장례식장","염습료","1구당 (사고사)",25
"전남중앙병원장례식장","장례식장 임대료","24시간 기준",35
"전남중앙병원장례식장","안치료","24시간 기준",7
"전남중앙병원장례식장","염습료","1구당",25
"전북대학교병원장례식장","장례식장 임대료","5호실(257.8m2)/1일단간",107
"전북대학교병원장례식장","장례식장 임대료","2호실3호실(201.6m2)/1일단간",84
"전북대학교병원장례식장","장례식장 임대료","7호실(156.5m2)/1일단간",60
"전북대학교병원장례식장","장례식장 임대료","6호실(171.9m2)/1일단간",72
"전북대학교병원장례식장","장례식장 임대료","특1호실",132
"전북대학교병원장례식장","안치료","1실/24시간",4.8
"전북대학교병원장례식장","염습료","주간/야간 동일가격",30
"전북대학교병원장례식장","염습료","상조/자체입관",30
"전주고려병원장례식장","안치료","안치료 1일",10
"전주병원장례식장","장례식장 임대료","1실/1일 기준",180
"전주병원장례식장","장례식장 임대료","1실/1일 기준",96
"전주병원장례식장","장례식장 임대료","1일",8
"전주병원장례식장","안치료","1회",15
"전주병원장례식장","안치료","1구",30
"전주시민장례문화원","장례식장 임대료","1일 기준",90
"전주시민장례문화원","장례식장 임대료","1일 기준",350
"전주시민장례문화원","장례식장 임대료","1일 기준",220
"전주시민장례문화원","장례식장 임대료","1일 기준",220
"전주시민장례문화원","장례식장 임대료","1일 기준",90
"전주시민장례문화원","장례식장 임대료","1일 기준",120
"전주시민장례문화원","장례식장 임대료","1일 기준",70
"전주시민장례문화원","장례식장 임대료","1일 기준",220
"정다운 장례식장","장례식장 임대료","빈소+접객실(1일기준)",40
"정다운 장례식장","장례식장 임대료","빈소+접객실(1일기준)",30
"정다운 장례식장","장례식장 임대료","1회기준",20
"정다운 장례식장","안치료","1회초과시 1일5만원",15
"정다운 장례식장","염습료","1회(장례지도사 2인1조)",30
"정다운 장례식장","염습료","질병",10
"정다운 장례식장","염습료","사고사",30
"정다운병원장례식장","장례식장 임대료","1실(3일장기준)   ※동시수용인원4",20
"정다운병원장례식장","장례식장 임대료","1실(3일장기준)   ※동시수용인원1",50
"정다운병원장례식장","장례식장 임대료","1실(3일장기준)   ※동시수용인원 ",80
"정다운병원장례식장","장례식장 임대료","1회",20
"정다운병원장례식장","장례식장 임대료","1회",10
"정다운병원장례식장","안치료","1일",7
"정다운장례문화원","장례식장 임대료","1h",3
"정다운장례문화원","장례식장 임대료","1h",3
"정다운장례문화원","장례식장 임대료","1h",3
"정병원 장례식장","장례식장 임대료","빈소 및 접객실 사용료 (1일)",55.2
"정병원 장례식장","장례식장 임대료","빈소 및 접객실 사용료 (1일)",72
"정병원 장례식장","장례식장 임대료","상조회및 외부이용시 1회당",30
"정병원 장례식장","안치료","냉장고 사용료 (1일)",4.8
"정병원 장례식장","염습료","염습",30
"정병원 장례식장","염습료","2인1조",50
"정병원 장례식장","염습료","수시",20
"정산미당장례식장","염습료","염습비",30
"정산미당장례식장","염습료","수시초비",10
"정선군사북장례식장","장례식장 임대료","156.96",33.6
"정선군사북장례식장","안치료","27.09",0.3
"정선군사북장례식장","염습료","2",25
"정선군사북장례식장","염습료","1",10
"정선병원장례식장","장례식장 임대료","38.000원/시간/1일 24시간기준",91.2
"정선병원장례식장","장례식장 임대료","600000/1회",60
"정선병원장례식장","장례식장 임대료","400000/1회",40
"정선병원장례식장","안치료","1500원/시간/1일 24시간기준",3.6
"정선병원장례식장","안치료","2000원/시간/1일 24시간기준",4.8
"정선병원장례식장","염습료","염습 2인",25
"정선병원장례식장","염습료","수시 2인",15
"정선장례식장","장례식장 임대료","분향실 휴계방 세면실 : 45㎡  (",36
"정선장례식장","장례식장 임대료","접객실(240석) 보조주방 집기 : ",72
"정선장례식장","장례식장 임대료","분향실 접객실(24석) 보조주방 집기",19.2
"정선장례식장","장례식장 임대료","분향실 휴계방 응접실 세면실 : 60",72
"정선장례식장","장례식장 임대료","접객실(120석) 보조주방 집기 : ",36
"정선장례식장","장례식장 임대료","염습실 참관실 발인실 위생처리비 : ",30
"정선장례식장","장례식장 임대료","안치실 : 30㎡  (5000원/시간",24
"정요양병원장례식장","장례식장 임대료","염습실/입관실",20
"정요양병원장례식장","안치료","안치실 01일 사용요금",10
"정원장례식장","장례식장 임대료","상조회 및 자가 입관시",30
"정읍사랑병원장례식장","안치료","1시간당",0.5
"정읍사랑병원장례식장","염습료","2명",50
"정읍사랑병원장례식장","염습료","2명",30
"정읍아산병원장례식장","염습료","수시초비",20
"정읍장례문화원","염습료","2인",15
"정읍장례식장","안치료","1일",10
"정읍장례식장","염습료","대렴",30
"정읍장례식장","염습료","초렴",15
"정읍호남장례식장","안치료","시간당 11000원",1.1
"정읍호남장례식장","염습료","2인 고인 입관",30
"제일병원장례식장","장례식장 임대료","분향실 접객실.1일",100
"제일병원장례식장","장례식장 임대료","분향실 접객실/1일",60
"제일병원장례식장","장례식장 임대료","분향실 접객실/1일",60
"제일병원장례식장","장례식장 임대료","분향실 접객실/1일",90
"제일병원장례식장","장례식장 임대료","1일/24시간 기준",20
"제일병원장례식장","장례식장 임대료","1일",25
"제일병원장례식장","안치료","1일",8
"제일병원장례식장","안치료","1일/24시간 기준",10
"제일병원장례식장","염습료","2인1회",20
"제일병원장례식장","염습료","소렴 대렴 등 입관절차",25
"제일병원장례식장","염습료","코로나사망자",40
"제일장례문화원","장례식장 임대료","70평",50
"제일장례문화원","장례식장 임대료","60평",50
"제일장례문화원","장례식장 임대료","40평",30
"제일장례문화원","장례식장 임대료","1일",30
"제일장례문화원","안치료","1일",8
"제일장례문화원","염습료","1회",36
"제일장례문화원","염습료","1회",10
"제일장례식장","장례식장 임대료","130평/1일",84
"제일장례식장","장례식장 임대료","150평/1일",96
"제일장례식장","장례식장 임대료","시간당 30000원",72
"제일장례식장","장례식장 임대료","시간당 25000원",60
"제일장례식장","장례식장 임대료","시간당 15000원",36
"제일장례식장","장례식장 임대료","1일",18
"제일장례식장","장례식장 임대료","1회(상조이용시)",20
"제일장례식장","장례식장 임대료","1일",30
"제일장례식장","안치료","1일",10
"제일장례식장","안치료","안치 시간당 4000원",7.2
"제일장례식장","안치료","1일",10
"제일장례식장","안치료","1일",9
"제일장례식장","염습료","1회",40
"제일장례식장","염습료","1회",40
"제일장례식장","염습료","1회",30
"제일장례식장","염습료","1회",20
"제일장례식장","염습료","1회",50
"제일장례식장","염습료","2인(최고)",100
"제일장례식장","염습료","2인",35
"제일장례식장","염습료","1회",20
"제일장례식장","염습료","1회",5
"제일장례식장","염습료","2인",20
"제일조은병원장례식장","장례식장 임대료","1회",30
"제일조은병원장례식장","안치료","1일",9.6
"제일효병원장례식장","장례식장 임대료","1실24시간 기준",48
"제일효병원장례식장","장례식장 임대료","1실24시간 기준",36
"제일효병원장례식장","장례식장 임대료","1실 24시간 기준",60
"제일효병원장례식장","장례식장 임대료","1실 24시간 기준",96
"제일효병원장례식장","장례식장 임대료","1구",25
"제일효병원장례식장","안치료","1일 24시간 기준",9.6
"제일효병원장례식장","염습료","1구당",35
"제주그린장례식장","안치료","1일",5
"제주그린장례식장","안치료","1일",5
"제주대학교병원장례식장","안치료","1구/1일",6
"제주대학교병원장례식장","염습료","염습료",30
"제주대학교병원장례식장","염습료","특수",40
"제주대학교병원장례식장","염습료","재료포함",15
"제주의료원장례식장","장례식장 임대료","1일",15
"제주의료원장례식장","안치료","1일",0.4
"제주의료원장례식장","안치료","1일",3.5
"제천노인병원장례식장","안치료","시간당",0.2
"제천노인병원장례식장","안치료","1일",3.6
"제천노인병원장례식장","염습료","염습비",20
"제천노인병원장례식장","염습료","수시비",10
"제천서울병원장례식장","장례식장 임대료","발인기준",5
"제천서울병원장례식장","안치료","하루기준",6
"제천서울병원장례식장","염습료","소렴비",10
"제천서울병원장례식장","염습료","대렴비",20
"제천서울병원장례식장","염습료","수시보베개위생용품수시시트등",28.5
"제천세종장례식장","장례식장 임대료","임대사용",20
"제천세종장례식장","장례식장 임대료","사용료",5
"제천세종장례식장","안치료","1일",4.8
"제천세종장례식장","염습료","1",20
"제천세종장례식장","염습료","1",30
"제천세종장례식장","염습료","1중국산",15
"제천세종장례식장","염습료","1 미국산",90
"제천세종장례식장","염습료","1 미국산",100
"제천세종장례식장","염습료","1 캐나다산",150
"제천세종장례식장","염습료","1 캐나다산",140
"제천세종장례식장","염습료","1 중국산",12
"제천세종장례식장","염습료","1 중국산",45
"제천세종장례식장","염습료","1 중국산",35
"제천제일장례식장","염습료","건",20
"제천제일장례식장","염습료","건당",10
"조선대학교병원장례식장","장례식장 임대료","1일 83㎡",40
"조선대학교병원장례식장","장례식장 임대료","1일 281㎡",150
"조선대학교병원장례식장","장례식장 임대료","1일 224㎡",110
"조선대학교병원장례식장","장례식장 임대료","1일 165㎡",85
"조선대학교병원장례식장","장례식장 임대료","1일 149㎡",75
"조선대학교병원장례식장","장례식장 임대료","1일 83㎡",40
"조선대학교병원장례식장","장례식장 임대료","1일 149㎡",75
"조선대학교병원장례식장","안치료","1일1구당",10
"조선대학교병원장례식장","염습료","1구당",35
"조암장례식장","장례식장 임대료","30m2",24
"조암장례식장","장례식장 임대료","80평",84
"조암장례식장","장례식장 임대료","150평",144
"조암장례식장","안치료","1일",9.6
"조암장례식장","염습료","1회",40
"조암장례식장","염습료","1회",30
"조암장례식장","염습료","1회",15
"조암장례식장","염습료","1회",20
"조은금강병원장례식장","장례식장 임대료","80평형 1실/24시간 기준",104
"조은금강병원장례식장","장례식장 임대료","150평형 1실/24시간 기준",195
"조은금강병원장례식장","장례식장 임대료","100평형 1실/24시간 기준",130
"조은금강병원장례식장","장례식장 임대료","70평형 1실/24시간 기준",91
"조은금강병원장례식장","장례식장 임대료","60평형 1실/24시간 기준",78
"조은금강병원장례식장","장례식장 임대료","40평형 1실/24시간 기준",52
"조은금강병원장례식장","장례식장 임대료","1회",30
"조은금강병원장례식장","안치료","1일/24시간 기준",10
"조치원장례식장","안치료","하루 24시간 사용료",0.5
"조치원장례식장","염습료","고인의 옷과 몸을 바로하고 몸이 굳어",15
"좋은삼정병원장례식장","염습료","자체행사 위임시",20
"좋은삼정병원장례식장","염습료","1회 사용 기준",20
"주문진장례식장","장례식장 임대료","빈소/분향실",0.7
"주문진장례식장","장례식장 임대료","접객실",0.9
"주문진장례식장","장례식장 임대료","염습실/입관실",50
"주문진장례식장","장례식장 임대료","염습실/입관실",30
"주문진장례식장","안치료","안치료",0.3
"주식회사 건양대부여장례식장","장례식장 임대료","입관실대여료",20
"주식회사 건양대부여장례식장","안치료","안치료(시간당)",0.2
"주식회사 헤븐앤어스","장례식장 임대료","회",40
"주식회사 헤븐앤어스","안치료","일",9.6
"주식회사 헤븐앤어스","염습료","회",40
"주식회사 헤븐앤어스","염습료","회",30
"주식회사 헤븐앤어스","염습료","회",20
"주식회사구민장례식장","장례식장 임대료","입관실 사용요금 1회",20
"주식회사구민장례식장","안치료","고인 1일 안치요금",10
"주식회사구민장례식장","염습료","1회2명",25
"주식회사정겨운(우신장례식장)","장례식장 임대료","일",81.6
"주식회사정겨운(우신장례식장)","장례식장 임대료","회 (종교단체등 자가 입관시)",40
"주식회사정겨운(우신장례식장)","안치료","일",19.2
"주식회사정겨운(우신장례식장)","염습료","2인1조 수시작업후 안치",15
"주식회사하늘정원장례식장","장례식장 임대료","33㎡(시간당)",0.6
"주식회사하늘정원장례식장","장례식장 임대료","33㎡(시간당)",0.8
"주식회사하늘정원장례식장","장례식장 임대료","33㎡(시간당)",0.6
"주식회사하늘정원장례식장","장례식장 임대료","231㎡(시간당)",1
"주식회사하늘정원장례식장","장례식장 임대료","396㎡(시간당)",2
"주식회사하늘정원장례식장","장례식장 임대료","231㎡(시간당)",1
"주식회사하늘정원장례식장","장례식장 임대료","66㎡(1회)",20
"주식회사하늘정원장례식장","안치료","33㎡(시간당)",0.3
"주식회사하늘정원장례식장","염습료","기본",30
"주식회사하늘정원장례식장","염습료","특수",40
"주식회사하늘정원장례식장","염습료","기본",15
"주식회사하늘정원장례식장","염습료","특수",25
"중앙U병원장례식장","장례식장 임대료","1 회당",25
"중앙U병원장례식장","안치료","1실 24시간 기준",15
"중앙U병원장례식장","염습료","2인1조 1구/1회당",34
"중앙대학교광명병원장례식장","장례식장 임대료","125.6m2",105
"중앙대학교광명병원장례식장","장례식장 임대료","134.5m2",105
"중앙대학교광명병원장례식장","장례식장 임대료","134.8m2",105
"중앙대학교광명병원장례식장","장례식장 임대료","148.7m2",115
"중앙대학교광명병원장례식장","장례식장 임대료","246.9m2",170
"중앙대학교광명병원장례식장","장례식장 임대료","131.2m2",105
"중앙대학교광명병원장례식장","장례식장 임대료","134.8m2",105
"중앙대학교광명병원장례식장","장례식장 임대료","133.2m2",105
"중앙대학교광명병원장례식장","장례식장 임대료","염습실/입관실",40
"중앙대학교광명병원장례식장","장례식장 임대료","염습실/입관실",50
"중앙대학교광명병원장례식장","안치료","안치실이용료(일)",9.6
"중앙대학교병원장례식장","장례식장 임대료","1실/24시간 기준",148.8
"중앙대학교병원장례식장","장례식장 임대료","1실/24시간 기준",120
"중앙대학교병원장례식장","장례식장 임대료","1실/24시간 기준",225.6
"중앙대학교병원장례식장","장례식장 임대료","1실/24시간 기준",201.6
"중앙대학교병원장례식장","장례식장 임대료","1실/24시간 기준",148.8
"중앙대학교병원장례식장","장례식장 임대료","1실/24시간 기준",148.8
"중앙대학교병원장례식장","장례식장 임대료","1실/24시간 기준",108
"중앙대학교병원장례식장","안치료","1실 / 24시간 기준",9.6
"중앙대학교병원장례식장","안치료","1실 / 1시간 기준",0.4
"중앙병원장례식장","장례식장 임대료","1실 (24시간기준)",45
"중앙병원장례식장","장례식장 임대료","자체입관시",25
"중앙병원장례식장","안치료","1회",30
"중앙병원장례식장","안치료","1실 (24시간기준)",7
"중앙병원장례식장","안치료","사용료 1일/24시간기준",12
"중앙병원장례식장","안치료","시간당",0.3
"중앙병원장례식장","염습료","입관료",30
"중앙병원장례식장","염습료","염습/사고사입관가격다를수 있습니다.",25
"중앙병원장례식장","염습료","2인",30
"중앙병원장례식장","염습료","수시비",15
"중앙병원장례예식장","장례식장 임대료","1일",20
"중앙병원장례예식장","안치료","1일/24시간 기준",10
"중앙요양병원 장례식장(구.가야기독)","장례식장 임대료","264평방미터(약80평)",90
"중앙요양병원 장례식장(구.가야기독)","장례식장 임대료","297평방미터(약90평)",100
"중앙요양병원 장례식장(구.가야기독)","장례식장 임대료","165평방미터(약50평)",55
"중앙요양병원 장례식장(구.가야기독)","장례식장 임대료","231평방미터(약70평)",77
"중앙요양병원 장례식장(구.가야기독)","안치료","33평방미터(약10평)",9.6
"중앙요양병원 장례식장(구.가야기독)","염습료","1회",30
"중앙요양병원 장례식장(구.가야기독)","염습료","1회",30
"중앙요양병원 장례식장(구.가야기독)","염습료","1회",10
"중앙요양병원 장례식장(구.가야기독)","염습료","1장",10
"중앙장례식장","장례식장 임대료","분향실접객실주방 상주휴게실 샤워실",48
"중앙장례식장","장례식장 임대료","분향실접객실주방 상주휴게실 샤워실",57.6
"중앙장례식장","장례식장 임대료","분향실접객실주방상주휴게실 별도2실.t",109.6
"중앙장례식장","장례식장 임대료","120평",72
"중앙장례식장","장례식장 임대료","60평",48
"중앙장례식장","장례식장 임대료","1실/24시간 기준",120
"중앙장례식장","장례식장 임대료","1실/24시간 기준",120
"중앙장례식장","장례식장 임대료","60평",2
"중앙장례식장","장례식장 임대료","120평",3
"중앙장례식장","장례식장 임대료","1실/24시간 기준",150
"중앙장례식장","장례식장 임대료","1실/24시간 기준",90
"중앙장례식장","장례식장 임대료","1회",35
"중앙장례식장","장례식장 임대료","염습실/입관실",20
"중앙장례식장","장례식장 임대료","고인 위생 셋트(약품처리비)",12
"중앙장례식장","장례식장 임대료","상조",40
"중앙장례식장","장례식장 임대료","염습료2인 (대렴)",30
"중앙장례식장","장례식장 임대료","종교 단체",20
"중앙장례식장","장례식장 임대료","1회",58.7
"중앙장례식장","안치료","1일기준",5
"중앙장례식장","안치료","1회",20
"중앙장례식장","안치료","시간당",0.6
"중앙장례식장","안치료","안치 냉장고 사용료",7.2
"중앙장례식장","안치료","1일",12
"중앙장례식장","안치료","시간",0.5
"중앙장례식장","염습료","2인1조",30
"중앙장례식장","염습료","1구당",35
"중앙장례식장","염습료","2인1조",40
"중앙장례식장","염습료","2인1조",15
"중앙장례식장","염습료","1구당",20
"중앙장례식장","염습료","2인1조",20
"증평대한장례식장","안치료","3000/시간",7.2
"증평현대장례식장","장례식장 임대료","1일",100
"증평현대장례식장","장례식장 임대료","1일",90
"증평현대장례식장","장례식장 임대료","1일",120
"증평현대장례식장","안치료","1일 24시간 기준",12
"지샘병원장례식장","안치료","1일 사용료",15
"지샘병원장례식장","염습료","1회",30
"지샘병원장례식장","염습료","수시비용",10
"진교장례식장","장례식장 임대료","1실/24시간 기준(65평)",50
"진교장례식장","장례식장 임대료","1실/24시간 기준 (50평)",35
"진교장례식장","장례식장 임대료","1회",20
"진교장례식장","안치료","1실/24시간 기준",7
"진교장례식장","염습료","2명 기준",25
"진도군산림조합직영추모관장례식장","염습료","염",20
"진도군산림조합직영추모관장례식장","염습료","초렴",15
"진도장례식장","장례식장 임대료","1회(2박3일)",50
"진도장례식장","장례식장 임대료","1회",25
"진도장례식장","염습료","1회",25
"진도장례식장","염습료","1회",10
"진도전남병원장례식장","장례식장 임대료","1일",45
"진도전남병원장례식장","안치료","1일",7.5
"진도전남병원장례식장","염습료","2인1조",25
"진도전남병원장례식장","염습료","1회",10
"진부장례식장","장례식장 임대료","1일",9.6
"진부장례식장","안치료","1일",3.2
"진영병원 장례식장","장례식장 임대료","1일",40
"진영병원 장례식장","장례식장 임대료","1일",60
"진영병원 장례식장","안치료","1일",10
"진주시민장례식장 (주)휴드림","장례식장 임대료","297㎡",98
"진주시민장례식장 (주)휴드림","장례식장 임대료","198㎡",72
"진주시민장례식장 (주)휴드림","장례식장 임대료","198㎡",72
"진주시민장례식장 (주)휴드림","장례식장 임대료","357㎡",120
"진주시민장례식장 (주)휴드림","장례식장 임대료","198㎡",72
"진주시민장례식장 (주)휴드림","장례식장 임대료","158㎡",57.6
"진주시민장례식장 (주)휴드림","장례식장 임대료","224㎡",81.6
"진주시민장례식장 (주)휴드림","장례식장 임대료","416㎡",90
"진주시민장례식장 (주)휴드림","장례식장 임대료","198㎡",72
"진주시민장례식장 (주)휴드림","장례식장 임대료","1회기준",20
"진주시민장례식장 (주)휴드림","안치료","1일기준",8
"진천장례식장","장례식장 임대료","1실/24시간 기준",80
"진천장례식장","장례식장 임대료","1실/24시간 기준",60
"진천장례식장","안치료","1일/24시간 기준",6
"진천제일장례식장","장례식장 임대료","1구당",25
"진천제일장례식장","안치료","1일/24시간 기준",5
"진천제일장례식장","염습료","검시사진(20000원 별도)",40
"진천제일장례식장","염습료","1구당",30
"진천제일장례식장","염습료","대렴 1회",30
"진천제일장례식장","염습료","소렴 1회",10
"차병원장례식장","장례식장 임대료","1시간",2.5
"차병원장례식장","장례식장 임대료","1시간",2.9
"차병원장례식장","장례식장 임대료","1회",30
"차병원장례식장","안치료","1시간",0.5
"차병원장례식장","염습료","수시비용",15
"참사랑병원장례식장","염습료","1회",20
"참사랑병원장례식장","염습료","1회",15
"참사랑병원장례식장","염습료","1회",5
"참사랑장례식장","장례식장 임대료","분향실(24시간)",20
"참사랑장례식장","장례식장 임대료","접견실(시간당)",2.5
"참사랑장례식장","장례식장 임대료","1회기기준",30
"참사랑장례식장","장례식장 임대료","1회기준",30
"참사랑장례식장","염습료","1회기준",30
"참사랑장례식장","염습료","2인1조",30
"참사랑장례식장","염습료","2인1조",20
"참사랑장례식장","염습료","1회기준",15
"참조은요양병원장례식장","안치료","안치 시간당",0.4
"참조은요양병원장례식장","염습료","장례지도사2인",30
"창녕군공설장례식장","장례식장 임대료","1실 24시간 기준 12시간 미만일 ",10
"창녕군공설장례식장","장례식장 임대료","1실 24시간 기준 12시간 미만일 ",5
"창녕군공설장례식장","장례식장 임대료","1회 대여",3
"창녕군공설장례식장","안치료","1실 24시간 기준 12시간 미만일 ",5
"창녕군공설장례식장","염습료","고인1명(2인1조)",15
"창녕전문 장례식장","장례식장 임대료","1일(243.79m2/73평)",50
"창녕전문 장례식장","장례식장 임대료","1일(165.91m2/50평)",30
"창녕전문 장례식장","장례식장 임대료","1일(165.91m2/50평)",20
"창녕전문 장례식장","장례식장 임대료","1일(243.79m2/73평)",50
"창녕전문 장례식장","장례식장 임대료","1회",10
"창녕전문 장례식장","안치료","1일",5
"창녕전문 장례식장","염습료","2명(장례지도사)",20
"창녕전문 장례식장","염습료","1명(장례지도사)",5
"창원경상대학교병원장례식장","장례식장 임대료","1회",20
"창원경상대학교병원장례식장","안치료","시간 4200 /1일",10
"창원경상대학교병원장례식장","염습료","장례지도사 2명",40
"창원경상대학교병원장례식장","염습료","1회",20
"창원시립상복공원장례식장","장례식장 임대료","33평/40명(1일) 관외기준/12시",27.3
"창원시립상복공원장례식장","장례식장 임대료","33평/40명(1일) 관내기준/12시",19.6
"창원시립상복공원장례식장","장례식장 임대료","50평/70명(1일) 관외기준/12시",40.8
"창원시립상복공원장례식장","장례식장 임대료","50평/70명(1일) 관내기준/12시",29.3
"창원시립상복공원장례식장","장례식장 임대료","68평/90명(1일) 관외기준/12시",56.3
"창원시립상복공원장례식장","장례식장 임대료","68평/90명(1일) 관내기준/12시",40.5
"창원시립상복공원장례식장","장례식장 임대료","34평/40명(1일) 관외기준/12시",28
"창원시립상복공원장례식장","장례식장 임대료","34평/40명(1일) 관내기준/12시",20.2
"창원시립상복공원장례식장","장례식장 임대료","70평/90명(1일) 관외기준/12시",57.3
"창원시립상복공원장례식장","장례식장 임대료","70평/90명(1일) 관내기준/12시",41.2
"창원시립상복공원장례식장","장례식장 임대료","35평/40명(1일) 관외기준/12시",28.8
"창원시립상복공원장례식장","장례식장 임대료","35평/40명(1일) 관내기준/12시",20.7
"창원시립상복공원장례식장","장례식장 임대료","67평/90명(1일) 관외기준/12시",55
"창원시립상복공원장례식장","장례식장 임대료","67평/90명(1일) 관내기준/12시",39.6
"창원시립상복공원장례식장","장례식장 임대료","1회 관내기준",8
"창원시립상복공원장례식장","장례식장 임대료","1회 관외기준",14
"창원시립상복공원장례식장","안치료","1구(1일) 관내기준",4
"창원시립상복공원장례식장","안치료","1구(1일) 관외기준",7
"창원시립상복공원장례식장","염습료","염습료",20
"창원시립상복공원장례식장","염습료","사고사",25
"창원파티마병원장례식장","장례식장 임대료","1회/소인(13세이하)",15
"창원파티마병원장례식장","장례식장 임대료","1회/대인",25
"창원파티마병원장례식장","안치료","1일/24시간 기준",6
"창원파티마병원장례식장","염습료","소인",15
"창원파티마병원장례식장","염습료","대인",30
"창원한마음병원장례식장","장례식장 임대료","280.991736m2",65
"창원한마음병원장례식장","장례식장 임대료","495.867769m2",130
"창원한마음병원장례식장","장례식장 임대료","198.347107m2",40
"창원한마음병원장례식장","장례식장 임대료","198.347107m2",40
"창원한마음병원장례식장","장례식장 임대료","826.446281m2",180
"창원한마음병원장례식장","장례식장 임대료","297.520661m2",70
"창원한마음병원장례식장","장례식장 임대료","1회",20
"창원한마음병원장례식장","안치료","1일 시간요금 4000원",9.6
"창원한마음병원장례식장","염습료","1회",30
"창원한마음병원장례식장","염습료","1회",50
"천안삼거리국화원장례식장","장례식장 임대료","상조회 또는 외부입관 시",10
"천안삼거리국화원장례식장","안치료","1시간- 2000원(시간제)",4.8
"천안삼거리국화원장례식장","염습료","야간(18시~24시)",40
"천안삼거리국화원장례식장","염습료","야간(18시~24시)",30
"천안삼거리국화원장례식장","염습료","주간(08시~18시)",30
"천안삼거리국화원장례식장","염습료","주간(08시~18시)",20
"천안삼거리국화원장례식장","염습료","2인1조",10
"천안삼거리국화원장례식장","염습료","상조회사이용시",10
"천안의료원장례식장","장례식장 임대료","빈소+접객실",31.2
"천안의료원장례식장","장례식장 임대료","빈소+접객실",40.8
"천안의료원장례식장","장례식장 임대료","빈소+접객실",31.2
"천안의료원장례식장","장례식장 임대료","특5호실",57.6
"천안의료원장례식장","장례식장 임대료","특6호실",57.6
"천안의료원장례식장","장례식장 임대료","빈소+접객실",31.2
"천안의료원장례식장","안치료","안치(1일)",4.8
"천안의료원장례식장","염습료","야간 18시 이후",30
"천안의료원장례식장","염습료","장례식장 자체입관",20
"천안의료원장례식장","염습료","입관시(상조회자체 상관없음)",10
"천안의료원장례식장","염습료","장례식장 자체수시",10
"천안장례식장","장례식장 임대료","1시간당",2
"천안장례식장","장례식장 임대료","1시간당",4
"천안장례식장","장례식장 임대료","1시간당",3
"천안장례식장","안치료","시간당",0.4
"천안장례식장","염습료","1구당",30
"천안장례식장","염습료","1구당",20
"천안충무병원 국화원장례식장","장례식장 임대료","1시간당",3.5
"천안충무병원 국화원장례식장","안치료","1시간당",0.5
