장례식장명,항목,품종,품명,세부내용,가격(원),가격(만원)
"울산하늘공원(장례식장)","시설임대료","염습실/입관실","장례식장 이용료","염습실-관외",60000,6
"울산하늘공원(장례식장)","시설임대료","염습실/입관실","장례식장 이용료","염습실-관내",30000,3
"울산하늘공원(장례식장)","안치실이용료","일반","장례식장 이용료","안치실 1구당(24시간기준)-관내",40000,4
"울산하늘공원(장례식장)","안치실이용료","일반","장례식장 이용료","안치실 1구당(24시간기준)-관외",80000,8
"울산하늘공원(장례식장)","염습/입관","일반","염습비","염습비(사고)",250000,25
"울산하늘공원(장례식장)","염습/입관","일반","염습비","염습비(일반)",200000,20
"울진군의료원장례식장","시설임대료","염습실/입관실","발인실","1회",30000,3
"울진군의료원장례식장","시설임대료","염습실/입관실","입관실사용료(상조자체입관)","1회",200000,20
"울진군의료원장례식장","안치실이용료","일반","안치실","1일",67200,6.7
"울진군의료원장례식장","염습/입관","일반","염습비(일반)","2인1조",300000,30
"울진군의료원장례식장","염습/입관","","염습비(특수)","2인1조",450000,45
"울진군의료원장례식장","염습/입관","","염습비(야간)","2인1조",450000,45
"웅상중앙병원장례식장","시설임대료","빈소+접객실","장례식장(특실)","1실/24시간 기준",600000,60
"웅상중앙병원장례식장","시설임대료","빈소+접객실","장례식장(일반)","1실/24시간 기준",300000,30
"웅상중앙병원장례식장","시설임대료","염습실/입관실","발인실 사용료","1회",150000,15
"웅상중앙병원장례식장","시설임대료","염습실/입관실","염습실 사용료","1회",150000,15
"웅상중앙병원장례식장","안치실이용료","일반","안치실 사용료","1일",100000,10
"웅상중앙병원장례식장","염습/입관","일반","염습료","1회(일반사)",200000,20
"웅상중앙병원장례식장","염습/입관","일반","염습료","1회(사고사)",300000,30
"웅천장례식장","시설임대료","빈소+접객실","분향실 + 빈소","1.2.3 호실 (각 100평 이상)",44000,4.4
"웅천장례식장","안치실이용료","일반","안치료","안치료",5000,0.5
"웅천장례식장","염습/입관","일반","염습료 + 염습실 사용료","염습료",300000,30
"웅천장례식장","염습/입관","특수","특수입관","",400000,40
"원광대학교병원장례문화원(천도장례식장)","시설임대료","염습실/입관실","입관실 사용료","입관실.부대시설.비품 등 *본사직원 무료",300000,30
"원광대학교병원장례문화원(천도장례식장)","염습/입관","일반","입관비","대렴 및 입관 2인",300000,30
"원광대학교병원장례문화원(천도장례식장)","염습/입관","","사고사수습비","난이도 上",500000,50
"원광대학교병원장례문화원(천도장례식장)","수시/초염","","초   염","난이도 上",200000,20
"원광종합병원장례식장","시설임대료","빈소+접객실","3호실","1실 24시간 기준.60평",480000,48
"원광종합병원장례식장","시설임대료","빈소+접객실","2호실","1실 24시간 기준.80평",720000,72
"원광종합병원장례식장","시설임대료","빈소+접객실","1호실","1실 24시간 기준.110평",840000,84
"원광종합병원장례식장","시설임대료","빈소+접객실","특실","1실 24시간 기준.150평",960000,96
"원광종합병원장례식장","시설임대료","빈소+접객실","VIP실","1실 24시간 기준.160평",1200000,120
"원광종합병원장례식장","안치실이용료","일반","안치료","1일.24시간기준",120000,12
"원광종합병원장례식장","염습/입관","일반","염습비","1회 (자체)",300000,30
"원광종합병원장례식장","염습/입관","특수","특수염습비","사고사부검 시신",400000,40
"원광종합병원장례식장","수시/초염","일반","수시비","1회",100000,10
"원당연세장례식장","안치실이용료","일반","안치료","시간",6000,0.6
"원당연세장례식장","수시/초염","일반","수세초혼비","2인 1조",150000,15
"원당장례식장(주)문베스트","시설임대료","빈소+접객실","지하 접객실 임대료","시간",25000,2.5
"원당장례식장(주)문베스트","시설임대료","빈소+접객실","2층 접객실 임대료","시간",50000,5
"원당장례식장(주)문베스트","시설임대료","빈소+접객실","3층 접객실 임대료","시간",40000,4
"원당장례식장(주)문베스트","시설임대료","빈소+접객실","5층 접객실 임대료","시간",30000,3
"원당장례식장(주)문베스트","안치실이용료","일반","안치료","시간",3000,0.3
"원당장례식장(주)문베스트","염습/입관","일반","입관실 사용료","1일",400000,40
"원당장례식장(주)문베스트","염습/입관","일반","염습비(대렴)","1인",200000,20
"원당장례식장(주)문베스트","수시/초염","일반","수시초혼비","1인",100000,10
"원당장례식장(주)문베스트","수시/초염","특수","수시속옷","1EA",80000,8
"원당장례식장(주)문베스트","수시/초염","특수","수시요(이불)","1EA",105000,10.5
"원당장례식장(주)문베스트","수시/초염","특수","시신특수빽","1EA",150000,15
"원병원장례식장","시설임대료","빈소+접객실","빈소/접객실 임대료","특실 1일/24시간기준",840000,84
"원병원장례식장","시설임대료","빈소+접객실","빈소/접객실 임대료","일반 1일/24시간기준",480000,48
"원병원장례식장","시설임대료","빈소+접객실","환경관리비","1인기준",30000,3
"원병원장례식장","시설임대료","빈소+접객실","빈소/접객실 임대료","중실 1일/24시간기준",552000,55.2
"원병원장례식장","염습/입관","일반","소아염습비","2인 1조",200000,20
"원병원장례식장","염습/입관","일반","대렴비(입관) 및 사용료","2인 1조",300000,30
"원병원장례식장","염습/입관","일반","염습실사용료(자가입관시)","1회 1구 사용",200000,20
"원병원장례식장","염습/입관","일반","대렴비(야간입관시) 및 사용료","2인 1조(18:00~익일08:00)",400000,40
"원병원장례식장","수시/초염","일반","소렴비(수시/위생처리)","2인 1조",200000,20
"원병원장례식장","수시/초염","일반","특수수시작업비","현장작업비(2인)",300000,30
"원자력병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","196.10㎡/ 24시간 사용",960000,96
"원자력병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","231.20㎡/24시간 사용",1080000,108
"원자력병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","121.61㎡/24시간 사용",552000,55.2
"원자력병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","안치료/24시간 사용",72000,7.2
"원자력병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","187.57/24시간 사용",912000,91.2
"원자력병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","137.68㎡/24시간 사용",696000,69.6
"원자력병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","123.61㎡/24시간 사용",648000,64.8
"원자력병원장례식장","염습/입관","일반","야간 시신염습비용","1회",450000,45
"원자력병원장례식장","염습/입관","일반","입관실 사용료","1회",280000,28
"원자력병원장례식장","염습/입관","일반","시신염습비용","시신염습비용",350000,35
"원자력병원장례식장","수시/초염","일반","시신수시비용","시신수시비용",100000,10
"원주의료원장례식장","시설임대료","염습실/입관실","염습실사용료","1회",150000,15
"원주의료원장례식장","안치실이용료","일반","안치실사용료","1시간",3300,0.3
"원진녹색병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","특 1일/24시간기준",900000,90
"원진녹색병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","중 1일/24시간기준 2개호실",400000,40
"원진녹색병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","소 1이/24시간기준",250000,25
"원진녹색병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","대 1일/24시간기준",550000,55
"원진녹색병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","vip일/24시간기준",1200000,120
"원진녹색병원장례식장","염습/입관","일반","대렴비(일반)","2인1조",300000,30
"원진녹색병원장례식장","수시/초염","일반","소염비(수시)","2인1조",200000,20
"월명장례식장","염습/입관","일반","염습비","1구 당",300000,30
"월명장례식장","수시/초염","일반","초염 및 수습비","1구 당",150000,15
"웰니스1004병원장례식장","안치실이용료","일반","안치료","1일",84000,8.4
"웰니스1004병원장례식장","염습/입관","일반","염습실사용료","1회",250000,25
"웰니스1004병원장례식장","염습/입관","일반","염습비","1구당",400000,40
"웰니스1004병원장례식장","수시/초염","일반","수시","1구당",100000,10
"위더스요양병원장례식장","시설임대료","염습실/입관실","염습실","",200000,20
"위더스요양병원장례식장","염습/입관","","입관비","",250000,25
"위더스요양병원장례식장","수시/초염","","수시","",100000,10
"유림장례식장","안치실이용료","일반","안치료","1일",80000,8
"유림장례식장","염습/입관","일반","입관실사용및염습비","상조행사시동일",600000,60
"유림장례식장","수시/초염","일반","수시초염비","2인",300000,30
"유성선병원장례식장","시설임대료","빈소+접객실","빈소/접객실 사용료1일","2호실/40평",360000,36
"유성선병원장례식장","시설임대료","빈소+접객실","빈소/접객실/휴게실사요료1일","1호실/100평",960000,96
"유성선병원장례식장","시설임대료","빈소+접객실","빈소/접객실/휴게실사용료1일","vip1.3호/160평",1600000,160
"유성선병원장례식장","시설임대료","빈소+접객실","빈소/접객실/휴게실사용료1일","vip5호 / 180평",1800000,180
"유성선병원장례식장","시설임대료","빈소+접객실","빈소/접객실/휴게실사용료1일","vip2호/ 140평",1400000,140
"유성선병원장례식장","안치실이용료","일반","안치료","1일",48000,4.8
"유성선병원장례식장","염습/입관","일반","대렴염습","대렴료",250000,25
"유성선병원장례식장","수시/초염","일반","초혼수세","수시료",100000,10
"유성한가족병원장례식장","안치실이용료","일반","안치료","시간당",3000,0.3
"유한회사보람","시설임대료","빈소+접객실","2분향소 및 접객소","시간당",28000,2.8
"유한회사보람","시설임대료","빈소+접객실","1분향소 및 접객실","시간당",25000,2.5
"유한회사보람","시설임대료","빈소+접객실","6분향소 및 접객실(특실A)","시간당",51000,5.1
"유한회사보람","시설임대료","빈소+접객실","3분향소 및 접객실","시간당",28000,2.8
"유한회사보람","시설임대료","빈소+접객실","5분향소 및 접객실(특실B)","시간당",37000,3.7
"유한회사보람","안치실이용료","일반","안치료","1일",70000,7
"윤서병원장례식장","시설임대료","빈소+접객실","특5호실","1일 24시간 기준",400000,40
"윤서병원장례식장","시설임대료","빈소+접객실","특3호실","1일 24시간 기준",576000,57.6
"윤서병원장례식장","시설임대료","빈소+접객실","특1호실","1일 24시간 기준",672000,67.2
"윤서병원장례식장","시설임대료","빈소+접객실","VIP실","1일 24시간 기준",792000,79.2
"윤서병원장례식장","염습/입관","일반","입관비","2인1조",300000,30
"윤서병원장례식장","수시/초염","일반","수시비","2인1조",200000,20
"은평요양병원장례식장","시설임대료","빈소+접객실","6호실","132m2",450000,45
"은평요양병원장례식장","시설임대료","빈소+접객실","1호실","198m2",1000000,100
"은평요양병원장례식장","시설임대료","빈소+접객실","2호실","230m2",1300000,130
"은평요양병원장례식장","시설임대료","빈소+접객실","3호실","198m2",1000000,100
"은평요양병원장례식장","시설임대료","빈소+접객실","F호실","132m2",600000,60
"은평요양병원장례식장","시설임대료","빈소+접객실","5호실","165m2",800000,80
"은평요양병원장례식장","안치실이용료","염습실/입관실","입관실사용료(자체입관시)","1일",350000,35
"은평요양병원장례식장","안치실이용료","염습실/입관실","안치료","1일",120000,12
"은평요양병원장례식장","염습/입관","일반","입관료","2인1조",350000,35
"은평요양병원장례식장","염습/입관","특수","위생처리비","",100000,10
"은평요양병원장례식장","수시/초염","일반","수시료","2인1조",250000,25
"은하수공원장례식장","시설임대료","빈소+접객실","빈소(일반실)","관내/1시간",9000,0.9
"은하수공원장례식장","시설임대료","빈소+접객실","빈소(일반실)","관외/1시간",13000,1.3
"은하수공원장례식장","시설임대료","빈소+접객실","빈소(일반실)","관외/1시간",25000,2.5
"은하수공원장례식장","시설임대료","빈소+접객실","빈소(특실)","관내/1시간",17000,1.7
"은하수공원장례식장","시설임대료","염습실/입관실","염습실","관내/1회",50000,5
"은하수공원장례식장","시설임대료","염습실/입관실","염습실(1회)","관외/1회",100000,10
"은하수공원장례식장","안치실이용료","일반","안치료","관외/1시간",4000,0.4
"은하수공원장례식장","안치실이용료","일반","안치료","관내/1시간",2000,0.2
"은하수공원장례식장","염습/입관","일반","사고사 염습료","염습 입관",300000,30
"은하수공원장례식장","염습/입관","일반","염습료","염습입관",250000,25
"은하수공원장례식장","수시/초염","일반","수시료","수시료",100000,10
"음성농협장례식장","안치실이용료","일반","안치료","조합원(1일)",50000,5
"음성농협장례식장","안치실이용료","일반","안치료","비조합원(1일)",80000,8
"음성농협장례식장","염습/입관","일반","염습비(조합원)","대렴 2인(인건비)",150000,15
"음성농협장례식장","염습/입관","일반","염습비(비조합원)","대렴 2인(인건비)",200000,20
"음성농협장례식장","염습/입관","일반","염습비(사고사)","추가비용",50000,5
"음성농협장례식장","수시/초염","일반","수세비(조합원)","초렴 2인(인건비)",100000,10
"음성농협장례식장","수시/초염","일반","수세비(비조합원)","초렴 2인(인건비)",150000,15
"의)증평장례식장","시설임대료","빈소+접객실","VIP 3호실","243.77 m2",1200000,120
"의)증평장례식장","시설임대료","빈소+접객실","VIP 1호실","212.63 m2",900000,90
"의)증평장례식장","시설임대료","빈소+접객실","VIP 2호실","211.83 m2",900000,90
"의)증평장례식장","안치실이용료","일반","","시간당 3000원",72000,7.2
"의령사랑병원장례식장","시설임대료","","VIP실(1분향실+2분향실)전체사용","1일",600000,60
"의령사랑병원장례식장","시설임대료","","2분양소+2접견실","1일",300000,30
"의령사랑병원장례식장","안치실이용료","일반","안치료","1일",60000,6
"의성성심요양병원장례식장","안치실이용료","일반","안치실료","시간당",7000,0.7
"의성전문장례식장","시설임대료","빈소+접객실","특실","130㎡/시간당 : 25.000원",600000,60
"의성전문장례식장","시설임대료","빈소+접객실","일반실","90㎡/ 시간당 : 20.000원",480000,48
"의성전문장례식장","시설임대료","염습실/입관실","염습실 및 발인실 사용료","염습실(40㎡) 발인실(45㎡)",300000,30
"의성전문장례식장","안치실이용료","일반","고인안치","안치실(20㎡)/ 시간당: 5000원",120000,12
"의성전문장례식장","염습/입관","일반","염습료(일반)","2인기준",300000,30
"의성전문장례식장","염습/입관","특수","염습료(야간/특수)","2인기준 야간시간(18:00~익일06:00)",400000,40
"의성제일장례식장","안치실이용료","일반","시신안치실","시간당 4000원",96000,9.6
"의성제일장례식장","염습/입관","일반","염습료(사고사)","1회 기준",350000,35
"의성제일장례식장","염습/입관","일반","염습료(일반)","1회 기준",250000,25
"의성제일장례식장","염습/입관","일반","입관실사용료","1회 기준",250000,25
"의성제일장례식장","수시/초염","일반","수시비","1회 기준",50000,5
"의성중부농협장례식장","시설임대료","빈소+접객실","분향실 접객실","1 분향실 접객실",600000,60
"의성중부농협장례식장","시설임대료","빈소+접객실","분향실 접객실","2 분향실 접객식",480000,48
"의성중부농협장례식장","안치실이용료","일반","안치실","안치실",100000,10
"의성중부농협장례식장","염습/입관","일반","염습비","염습비",300000,30
"의성중부농협장례식장","수시/초염","일반","수시비","수시비",50000,5
"의정부성모장례식장","안치실이용료","일반","안치료","시간요금",4000,0.4
"의정부을지대학교병원 장례식장","시설임대료","빈소+접객실","장례식장임대료 특실 2호","1실/시간 기준(261㎡)B1F",77100,7.7
"의정부을지대학교병원 장례식장","시설임대료","빈소+접객실","장례식장임대료 특실 1호","1실/시간 기준(380㎡)B1F",112500,11.3
"의정부을지대학교병원 장례식장","시설임대료","빈소+접객실","장례식장임대료 특실 3호","1실/시간 기준(271㎡)B1F",81250,8.1
"의정부을지대학교병원 장례식장","시설임대료","빈소+접객실","장례식장임대료 일반실 56호","1실/시간 기준(211.5㎡)B2F",40850,4.1
"의정부을지대학교병원 장례식장","시설임대료","빈소+접객실","장례식장임대료 일반실 7~9호","1실/시간 기준(178.5㎡)B2F",36700,3.7
"의정부을지대학교병원 장례식장","시설임대료","빈소+접객실","장례식장임대료 일반실 12호","1실/시간 기준(89㎡)B2F",14600,1.5
"의정부을지대학교병원 장례식장","시설임대료","빈소+접객실","장례식장임대료 일반실 1011호","1실/시간 기준(96㎡)B2F",16700,1.7
"의정부을지대학교병원 장례식장","안치실이용료","일반","안치료","1실/시간기준",3000,0.3
"의정부을지대학교병원 장례식장","염습/입관","일반","염습입관","주간",400000,40
"의정부을지대학교병원 장례식장","염습/입관","일반","염습입관","야간( 18:00 ~ 익일 08:00 )",500000,50
"의정부을지대학교병원 장례식장","염습/입관","관리비","입관실대실료","외부인 입관 시",300000,30
"의정부장례예식장","시설임대료","염습실/입관실","입관실 사용료","1회(상조or연령회or가족입관)",300000,30
"의정부장례예식장","안치실이용료","일반","안치실 사용료","1일",100000,10
"의정부장례예식장","염습/입관","일반","염습료","탈관시",400000,40
"의정부장례예식장","염습/입관","일반","염습료","사고사(변사)",400000,40
"의정부장례예식장","염습/입관","일반","염습료","탈관시(궁중대렴)",450000,45
"의정부장례예식장","염습/입관","일반","염습료","주간2인1조",300000,30
"의정부장례예식장","수시/초염","일반","수시료","2인1조",150000,15
"의정부장례예식장","수시/초염","일반","수시포","수시용",30000,3
"의정부장례예식장","수시/초염","일반","수시복","수시용",50000,5
"이담 장례식장","시설임대료","빈소+접객실","장례식장 임대료(특13호실)","35000원/시간",35000,3.5
"이담 장례식장","시설임대료","빈소+접객실","장례식장 추가 임대료(특2호실)","25000원/시간",25000,2.5
"이담 장례식장","시설임대료","빈소+접객실","장례식장 임대료(일반실)","15000원/시간",15000,1.5
"이담 장례식장","시설임대료","빈소+접객실","장례식장 추가 임대료(특   실)","25000원/시간",25000,2.5
"이담 장례식장","안치실이용료","일반","안치료","5000원/시간",5000,0.5
"이담 장례식장","염습/입관","일반","염습실 대여료","자가 및 기타",300000,30
"이담 장례식장","염습/입관","일반","심야 염습비","심야 염습 및 입관 2인 1조",400000,40
"이담 장례식장","염습/입관","일반","염습비","염습 및 입관 2인 1조",300000,30
"이담 장례식장","수시/초염","일반","수시비","수시 초혼(소렴) 2인 1조",200000,20
"이대목동병원장례식장","안치실이용료","일반","안치료","1실/24시간 기준",96000,9.6
"이대목동병원장례식장","염습/입관","일반","염습료","1회(장례식장)",400000,40
"이대목동병원장례식장","염습/입관","일반","소아염습료(만8세미만)","1회(장례식장)",100000,10
"이대목동병원장례식장","염습/입관","일반","염습료","1회(자체)",400000,40
"이대서울병원장례식장","시설임대료","빈소+접객실","빈소임대료(306.0 ㎡)","1실/24시간 기준",2448000,244.8
"이대서울병원장례식장","시설임대료","빈소+접객실","빈소임대료(495.0 ㎡)","1실/24시간 기준",3888000,388.8
"이대서울병원장례식장","시설임대료","빈소+접객실","빈소임대료(495.0 ㎡)","1실/24시간 기준",3480000,348
"이대서울병원장례식장","시설임대료","빈소+접객실","빈소임대료(284.0 ㎡)","1실/24시간 기준",2280000,228
"이대서울병원장례식장","시설임대료","빈소+접객실","빈소임대료(165.9 ㎡)","1실/24시간 기준",1200000,120
"이대서울병원장례식장","시설임대료","빈소+접객실","빈소임대료(151.4 ㎡)","1실/24시간 기준",960000,96
"이대서울병원장례식장","안치실이용료","일반","안치료","1실/24시간 기준",96000,9.6
"이대서울병원장례식장","염습/입관","일반","염습료","1회(장례식장)",400000,40
"이대서울병원장례식장","염습/입관","일반","염습료","1회(자체)",300000,30
"이래인장례식장","시설임대료","빈소+접객실","45호실","분향실접객실(약35평)시간당",25000,2.5
"이래인장례식장","시설임대료","빈소+접객실","특23호실","분향실접객실(약60평)시간당",30000,3
"이래인장례식장","시설임대료","빈소+접객실","특1분향실(VIP)","분향실접객실(약80평)시간당",35000,3.5
"이래인장례식장","안치실이용료","일반","안치료","안치실 사용료 시간당",5000,0.5
"이로운요양병원장례식장","시설임대료","빈소+접객실","분향실(1호실)","1시간",33000,3.3
"이로운요양병원장례식장","시설임대료","빈소+접객실","분향실(특실)","1시간",41000,4.1
"이로운요양병원장례식장","시설임대료","빈소+접객실","분향실(2호실)","1시간",30000,3
"이로운요양병원장례식장","시설임대료","염습실/입관실","발인실 사용료","1회",80000,8
"이로운요양병원장례식장","안치실이용료","일반","안치료","1시간",4000,0.4
"이인농협장례식장","염습/입관","일반","염습비","1구당",200000,20
"이인농협장례식장","수시/초염","일반","수세","1구당",100000,10
"인월장례식장","시설임대료","접객실","접견실 임대료","1일",840000,84
"인월장례식장","안치실이용료","일반","안치냉장고","1일",200000,20
"인월장례식장","염습/입관","","대렴","2인1회",400000,40
"인월장례식장","수시/초염","","수시비","1회",200000,20
"인제대학교상계백병원장례식장","시설임대료","빈소+접객실","12 3 빈소/접객실","특실1일 (148㎡)",600000,60
"인제대학교상계백병원장례식장","시설임대료","빈소+접객실","5 빈소/접객실","일반실 1일 (82㎡)",480000,48
"인제대학교상계백병원장례식장","안치실이용료","일반","시신안치료","1일",120000,12
"인제대학교상계백병원장례식장","염습/입관","일반","입관실 사용료 (자가)","1구당",400000,40
"인제대학교상계백병원장례식장","염습/입관","일반","염습/ 입관 인건비","1구당",400000,40
"인제대학교상계백병원장례식장","염습/입관","일반","야간입관시 추가 (16:00~08:00)","1구당",150000,15
"인제대학교상계백병원장례식장","수시/초염","일반","수시및약품처리 인건비","1구당",200000,20
"인제장례식장","시설임대료","빈소+접객실","장례식장 빈소 임대료(5호실)","1일/24시간",240000,24
"인제장례식장","시설임대료","빈소+접객실","장례식장 빈소 임대료(3호실)","1일/24시간",240000,24
"인제장례식장","시설임대료","빈소+접객실","장례식장 빈소 임대료(2호실)","1일/24시간",240000,24
"인제장례식장","시설임대료","빈소+접객실","장례식장 빈소 임대료(1호실)","1일/24시간",240000,24
"인제장례식장","시설임대료","빈소+접객실","장례식장 빈소 임대료(특1호실)","1일/24시간",360000,36
"인제장례식장","안치실이용료","일반","안치료","1일/24시간",120000,12
"인제장례식장","염습/입관","","염습비","염습비",400000,40
"인제장례식장","수시/초염","","수시비","수시비",200000,20
"인창병원장례식장","시설임대료","빈소+접객실","빈소 * 접객실 이용료(55평)","1일",390000,39
"인창병원장례식장","시설임대료","빈소+접객실","빈소 * 접객실 이용료(125평)","1일",880000,88
"인창병원장례식장","시설임대료","빈소+접객실","빈소 * 접객실 이용료(70평)","1일",490000,49
"인창병원장례식장","시설임대료","빈소+접객실","빈소 * 접객실 이용료(35평)","1일",180000,18
"인창병원장례식장","염습/입관","일반","입관실 사용료","1회",200000,20
"인창병원장례식장","염습/입관","일반","염습료","1구당",300000,30
"인천가족공원장례식장","시설임대료","빈소/분향실","목련실 시간당","50평(165㎡)",20000,2
"인천가족공원장례식장","시설임대료","빈소/분향실","동백실 1일","60평(198㎡)",672000,67.2
"인천가족공원장례식장","시설임대료","빈소/분향실","귀빈실 시간당","80평(264㎡)",33000,3.3
"인천가족공원장례식장","시설임대료","빈소/분향실","귀빈실 1일","80평(264㎡)",792000,79.2
"인천가족공원장례식장","시설임대료","빈소/분향실","동백실 시간당","60평(198㎡)",28000,2.8
"인천가족공원장례식장","시설임대료","빈소/분향실","목련실 1일","50평(165㎡)",480000,48
"인천가족공원장례식장","시설임대료","염습실/입관실","입관실 사용료","1회",400000,40
"인천가족공원장례식장","안치실이용료","일반","안치료 1일","",192000,19.2
"인천가족공원장례식장","안치실이용료","일반","안치료 시간당","",8000,0.8
"인천가족공원장례식장","염습/입관","일반","일반염습","2인 1조",350000,35
"인천가족공원장례식장","염습/입관","특수","특수염습(부검 외인사 감염성)","2인 1조",600000,60
"인천가족공원장례식장","수시/초염","일반","수시초렴","1회",150000,15
"인천광역시의료원 장례식장","시설임대료","빈소+접객실","분향실료","403호 (122.57㎡) 1일/24시간 기준",450000,45
"인천광역시의료원 장례식장","시설임대료","빈소+접객실","분향실료","101호  (170.95㎡) 1일/24시간 기준",700000,70
"인천광역시의료원 장례식장","시설임대료","빈소+접객실","분향실료","401호 (123.38㎡) 1일/24시간 기준",450000,45
"인천광역시의료원 장례식장","시설임대료","빈소+접객실","분향실료","201호 (379.60㎡) 1일/24시간 기준",1500000,150
"인천광역시의료원 장례식장","시설임대료","빈소+접객실","분향실료","301 302호 (189.80㎡) 1일/24시간 기준",750000,75
"인천광역시의료원 장례식장","시설임대료","빈소+접객실","분향실료","102호 (169㎡) 1일/24시간 기준",700000,70
"인천광역시의료원 장례식장","시설임대료","빈소+접객실","분향실료","402호 (133.65㎡) 1일/24시간 기준",550000,55
"인천광역시의료원 장례식장","시설임대료","염습실/입관실","염습료","의료원 입관 [특수입관 및 대렴]",350000,35
"인천광역시의료원 장례식장","시설임대료","염습실/입관실","염습료","유족(상조회)입관",200000,20
"인천광역시의료원 장례식장","시설임대료","염습실/입관실","염습료","의료원 (병사)",300000,30
"인천광역시의료원 장례식장","시설임대료","염습실/입관실","염습료","의료원 (감염)",400000,40
"인천광역시의료원 장례식장","안치실이용료","일반","안치실료 (감염)","1일(100000) / 시간(4200)",100000,10
"인천광역시의료원 장례식장","안치실이용료","일반","안치실료 (일반)","1일(50000) / 시간(2100)",50000,5
"인천기독병원장례식장","시설임대료","빈소+접객실","특실 80평","264 ㎡ (1일)",840000,84
"인천기독병원장례식장","시설임대료","빈소+접객실","1호실 60평","151 ㎡ (1일)",600000,60
"인천기독병원장례식장","시설임대료","염습실/입관실","염습실/입관실 사용료","1회",200000,20
"인천기독병원장례식장","안치실이용료","일반","안치료","(1일)",100000,10
"인천기독병원장례식장","염습/입관","일반","2인1조","-",300000,30
"인천기독병원장례식장","수시/초염","일반","위생소독및 수시","-",150000,15
"인천사랑병원장례식장","안치실이용료","일반","안치료(1구당)","시간 2300원(1일기준)",55200,5.5
"인천사랑병원장례식장","염습/입관","일반","자체입관","상조",400000,40
"인천사랑병원장례식장","염습/입관","일반","야관입관료","야간입관",450000,45
"인천사랑병원장례식장","염습/입관","일반","입관료","대렴",350000,35
"인천사랑병원장례식장","수시/초염","일반","수시비","소렴",100000,10
"인천삼성장례문화원","염습/입관","일반","2인","소렴 및 대렴",300000,30
"인천삼성장례문화원","염습/입관","일반","입관실","입관실사용료",300000,30
"인천삼성장례문화원","염습/입관","일반","야간(18~06)","소렴 및 대렴",400000,40
"인천삼성장례문화원","수시/초염","일반","2인","수시",150000,15
"인천성모장례식장","시설임대료","빈소+접객실","12호실","82㎡",312000,31.2
"인천성모장례식장","시설임대료","빈소+접객실","37호실","214㎡",960000,96
"인천성모장례식장","시설임대료","빈소+접객실","811호실","165㎡",720000,72
"인천성모장례식장","시설임대료","빈소+접객실","15호실","280㎡",1392000,139.2
"인천성모장례식장","시설임대료","빈소+접객실","10호실","396㎡",2136000,213.6
"인천성모장례식장","시설임대료","빈소+접객실","9호실","462㎡",2424000,242.4
"인천성모장례식장","시설임대료","빈소+접객실","26호실","264㎡",1272000,127.2
"인천성모장례식장","시설임대료","염습실/입관실","입관실 사용료","입관실",400000,40
"인천성모장례식장","안치실이용료","일반","안치료","1일",120000,12
"인천적십자병원장례식장","염습/입관","일반","염습비","염습/입관2인1조(주간)",200000,20
"인천적십자병원장례식장","염습/입관","일반","염습비","염습/입관2인1조(야간)",400000,40
"인천적십자병원장례식장","수시/초염","일반","수시비","소렴/2인1조",150000,15
"인하대병원장례식장","안치실이용료","일반","안치료","12시간이상24시간 미만은 1일로 산정. -12시간 미만 시간단위 1시간 미만은 1시간 산정.",3750,0.4
"인하대병원장례식장","염습/입관","일반","엽습료","2인1조 (자체입관시 330000원)",330000,33
"일곡병원장례식장","시설임대료","빈소+접객실","장례식장임대료(일반)","1일/24시간 기준",700000,70
"일곡병원장례식장","시설임대료","빈소+접객실","장례식장임대료(특)","1일/24시간 기준",900000,90
"일곡병원장례식장","안치실이용료","일반","안치료","1일/24시간 기준",200000,20
"일곡병원장례식장","염습/입관","일반","염습비","1구당(일반사)",500000,50
"일곡병원장례식장","염습/입관","일반","염습비","1구당(사고사)",550000,55
"일곡병원장례식장","염습/입관","일반","염습비","1구당(만12세 이하)",400000,40
"일산백장례서비스(주)","시설임대료","빈소+접객실","장례식장 임대료 (245.38m²) 특17호","1일 / 24시간 기준",1380000,138
"일산백장례서비스(주)","시설임대료","빈소+접객실","장례식장 임대료 (200.72m²) 236호","1일 / 24시간 기준",792000,79.2
"일산백장례서비스(주)","시설임대료","빈소+접객실","장례식장 임대료 (197.98m²) 5호","1일 / 24시간 기준",924000,92.4
"일산백장례서비스(주)","안치실이용료","일반","안치료","1일 / 24시간 기준",96000,9.6
"일산백장례서비스(주)","염습/입관","일반","입관실 사용료","1회",400000,40
"일산백장례서비스(주)","염습/입관","일반","의료폐기물처리비","1EA",30000,3
"일산백장례서비스(주)","수시/초염","일반","수세포","1장",25000,2.5
"일산백장례서비스(주)","수시/초염","일반","수세인건비","1구",200000,20
