ID,구분,시설명,주소,전화번호,사진유무,가격유무,좌표중복,인접시설,상태,사진링크,네이버지도(링크),구글지도(링크)
40,동물장례,펫포레스트 반려동물장례식장 김포점,경기도 김포시 통진읍 고정로 308 펫포레스트 김포점,1577-0996,O,X,X,,미흡 (가격),"[대표](https://places.googleapis.com/v1/places/ChIJE-mXelZ9fDURfsQJGtQJaxo/photos/AZLasHoB5h4s7axnQqSoyzxiCRg2A7t7tG7d4tFBW3iQPMoMtK-5A4gtkMjmDggr3mSYNZNJVJOv-sZxgMd0dmm_iQEmwHHUUs2PTPr8s6_XX-KhYlIEcHgJmmn4XUACbGHHv5jipn65dwJ6u1MWv3Bw0wWEg0008RmRcCMnrL1v3lTtRXK6QTw7ZPK-WdVecly_YikNmBLldbPduzN2ng87S2YuzGswnsz5VVv3QYTX9dzmyJ2NkdLVJ6V5PDi8SQiYSCOjsd6GdnC8gMv5_un09pSr1sLdhw2kCLa2PJiVpOJGhQ/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg), [추가](https://places.googleapis.com/v1/places/ChIJE-mXelZ9fDURfsQJGtQJaxo/photos/AZLasHoB5h4s7axnQqSoyzxiCRg2A7t7tG7d4tFBW3iQPMoMtK-5A4gtkMjmDggr3mSYNZNJVJOv-sZxgMd0dmm_iQEmwHHUUs2PTPr8s6_XX-KhYlIEcHgJmmn4XUACbGHHv5jipn65dwJ6u1MWv3Bw0wWEg0008RmRcCMnrL1v3lTtRXK6QTw7ZPK-WdVecly_YikNmBLldbPduzN2ng87S2YuzGswnsz5VVv3QYTX9dzmyJ2NkdLVJ6V5PDi8SQiYSCOjsd6GdnC8gMv5_un09pSr1sLdhw2kCLa2PJiVpOJGhQ/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg)",https://map.naver.com/v5/search/%ED%8E%AB%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%20%EB%B0%98%EB%A0%A4%EB%8F%99%EB%AC%BC%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B9%80%ED%8F%AC%EC%A0%90,https://www.google.com/maps/search/?api=1&query=%ED%8E%AB%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%20%EB%B0%98%EB%A0%A4%EB%8F%99%EB%AC%BC%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B9%80%ED%8F%AC%EC%A0%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B9%80%ED%8F%AC%EC%8B%9C%20%ED%86%B5%EC%A7%84%EC%9D%8D%20%EA%B3%A0%EC%A0%95%EB%A1%9C%20308%20%ED%8E%AB%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%20%EA%B9%80%ED%8F%AC%EC%A0%90
41,동물장례,포포즈 반려동물장례식장 양주점,경기도 양주시 광적면 부흥로 145,1588-2888,O,X,X,,미흡 (가격),"[대표](https://places.googleapis.com/v1/places/ChIJgS6H80_qfDURrBExlf_jYz8/photos/AZLasHqg2VEr0USAyqtFqUthcX0L8mVyGvr6GqKZ8s7eydvNKcXyBw9QUT5L4GHpGPj0hwoii21Z-ir1vM7cGyHc-1wrGp3azQrXApzzn__K5KUaRJv6LdccH9ioC8c0pbushWm-G0qYQltm0yVy2PQkA7wBcYu9YOaZDPvb0Vp2xGsqREZ3Up0o8WuqWRNo0F3yNSowwEl0JZn5iEWDo6Bx0A0cMu8WR9td4yGAEvKoWHVx2ifh5nWBWkQLq3CtuN9t06rqWodwltg2CTkakBd91hJmnYf5Q7cHQF6amgp-IhxMEw/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg), [추가](https://places.googleapis.com/v1/places/ChIJgS6H80_qfDURrBExlf_jYz8/photos/AZLasHqg2VEr0USAyqtFqUthcX0L8mVyGvr6GqKZ8s7eydvNKcXyBw9QUT5L4GHpGPj0hwoii21Z-ir1vM7cGyHc-1wrGp3azQrXApzzn__K5KUaRJv6LdccH9ioC8c0pbushWm-G0qYQltm0yVy2PQkA7wBcYu9YOaZDPvb0Vp2xGsqREZ3Up0o8WuqWRNo0F3yNSowwEl0JZn5iEWDo6Bx0A0cMu8WR9td4yGAEvKoWHVx2ifh5nWBWkQLq3CtuN9t06rqWodwltg2CTkakBd91hJmnYf5Q7cHQF6amgp-IhxMEw/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg)",https://map.naver.com/v5/search/%ED%8F%AC%ED%8F%AC%EC%A6%88%20%EB%B0%98%EB%A0%A4%EB%8F%99%EB%AC%BC%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%96%91%EC%A3%BC%EC%A0%90,https://www.google.com/maps/search/?api=1&query=%ED%8F%AC%ED%8F%AC%EC%A6%88%20%EB%B0%98%EB%A0%A4%EB%8F%99%EB%AC%BC%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%96%91%EC%A3%BC%EC%A0%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EA%B4%91%EC%A0%81%EB%A9%B4%20%EB%B6%80%ED%9D%A5%EB%A1%9C%20145
43,동물장례,더포에버,인천광역시 서구 설원로 79 1층 더포에버,,O,X,X,,미흡 (전화,가격),"[대표](https://ldb-phinf.pstatic.net/20220815_95/1660529393665XmNF3_JPEG/9.jpg)",https://map.naver.com/v5/search/%EB%8D%94%ED%8F%AC%EC%97%90%EB%B2%84,https://www.google.com/maps/search/?api=1&query=%EB%8D%94%ED%8F%AC%EC%97%90%EB%B2%84%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%84%9C%EA%B5%AC%20%EC%84%A4%EC%9B%90%EB%A1%9C%2079%201%EC%B8%B5%20%EB%8D%94%ED%8F%AC%EC%97%90%EB%B2%84
44,동물장례,비건어게인,인천광역시 서구 청라한내로100번길 8-28 1층 128호,,O,X,X,,미흡 (전화,가격),"[대표](https://pbs.twimg.com/media/DOO8KViUEAAyQWY.jpg)",https://map.naver.com/v5/search/%EB%B9%84%EA%B1%B4%EC%96%B4%EA%B2%8C%EC%9D%B8,https://www.google.com/maps/search/?api=1&query=%EB%B9%84%EA%B1%B4%EC%96%B4%EA%B2%8C%EC%9D%B8%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%84%9C%EA%B5%AC%20%EC%B2%AD%EB%9D%BC%ED%95%9C%EB%82%B4%EB%A1%9C100%EB%B2%88%EA%B8%B8%208-28%201%EC%B8%B5%20128%ED%98%B8
45,동물장례,아이드림펫,인천광역시 서구 원당대로246번길 15 아이드림펫,,O,X,X,,미흡 (전화,가격),"[대표](https://www.stagbeetles.com/data/editor/1602/thumb-60543ef2ddab2ffc2a0bff13ede26594_1456568144_5784_900x1200.jpg)",https://map.naver.com/v5/search/%EC%95%84%EC%9D%B4%EB%93%9C%EB%A6%BC%ED%8E%AB,https://www.google.com/maps/search/?api=1&query=%EC%95%84%EC%9D%B4%EB%93%9C%EB%A6%BC%ED%8E%AB%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%84%9C%EA%B5%AC%20%EC%9B%90%EB%8B%B9%EB%8C%80%EB%A1%9C246%EB%B2%88%EA%B8%B8%2015%20%EC%95%84%EC%9D%B4%EB%93%9C%EB%A6%BC%ED%8E%AB
46,동물장례,별빛살롱,인천광역시 서구 서로3로 277 B1층 106호 로제비앙 라포레 아파트 상가동 B1,,O,O,X,,미흡 (전화),"[대표](http://imgnews.naver.net/image/001/2022/01/04/PYH2022010406860000300_P4_20220104113535120.jpg)",https://map.naver.com/v5/search/%EB%B3%84%EB%B9%9B%EC%82%B4%EB%A1%B1,https://www.google.com/maps/search/?api=1&query=%EB%B3%84%EB%B9%9B%EC%82%B4%EB%A1%B1%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%84%9C%EA%B5%AC%20%EC%84%9C%EB%A1%9C3%EB%A1%9C%20277%20B1%EC%B8%B5%20106%ED%98%B8%20%EB%A1%9C%EC%A0%9C%EB%B9%84%EC%95%99%20%EB%9D%BC%ED%8F%AC%EB%A0%88%20%EC%95%84%ED%8C%8C%ED%8A%B8%20%EC%83%81%EA%B0%80%EB%8F%99%20B1
47,동물장례,강아지펫119,인천광역시 부평구 대정로 66,010-5811-3650,O,X,X,,미흡 (가격),"[대표](https://places.googleapis.com/v1/places/ChIJNSDEr9J9ezURobZC4ro-BME/photos/AZLasHr__K_KBY0bXjlGC4STR5c7ZGlpLcgoxDs8OydQ3Y8LhyWqOMCMA5YOvOqeeLy1c6xY2_rXRBfRdaUhKAOaEcuZE_Oz5ydz0YJ0Lqc1gB0Ev1QCA4qjJRPmQ6HKCYt_-vUBzzD5aK6xZsFFwf_U7sTNRXNsR9EI8Smet6ZVadNYdHAbrkxntklW5bYZle2ZpKRjo-oLuYqgdm17Lmck2oBkjITqSziPwhuAR9fEfETHKM4N9ekLmwEwZytp38_c7zbsFG2YVmmdabiJFnQlsWxH31h9pcA8oYQ_UjmQCzi0Lw/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg), [추가](https://places.googleapis.com/v1/places/ChIJNSDEr9J9ezURobZC4ro-BME/photos/AZLasHr__K_KBY0bXjlGC4STR5c7ZGlpLcgoxDs8OydQ3Y8LhyWqOMCMA5YOvOqeeLy1c6xY2_rXRBfRdaUhKAOaEcuZE_Oz5ydz0YJ0Lqc1gB0Ev1QCA4qjJRPmQ6HKCYt_-vUBzzD5aK6xZsFFwf_U7sTNRXNsR9EI8Smet6ZVadNYdHAbrkxntklW5bYZle2ZpKRjo-oLuYqgdm17Lmck2oBkjITqSziPwhuAR9fEfETHKM4N9ekLmwEwZytp38_c7zbsFG2YVmmdabiJFnQlsWxH31h9pcA8oYQ_UjmQCzi0Lw/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg)",https://map.naver.com/v5/search/%EA%B0%95%EC%95%84%EC%A7%80%ED%8E%AB119,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%95%84%EC%A7%80%ED%8E%AB119%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%B6%80%ED%8F%89%EA%B5%AC%20%EB%8C%80%EC%A0%95%EB%A1%9C%2066
48,동물장례,펫집사,인천광역시 남동구 선수촌공원로23번길 11 701-74호,,O,X,X,,미흡 (전화,가격),"[대표](https://g-selected.pstatic.net/MjAyNTA0MTdfMjMy/MDAxNzQ0ODE3Nzc0MjA3.EpCfHRtMeN5W_hUbyGRtdOCm5K3bQ2gZJXUxqWCwDOkg.yHIuKWaaeCv7-OUE9rFjH688ga0r0qOyE3D0mBI6tKcg.PNG/OPED.png?type=w1100_q80)",https://map.naver.com/v5/search/%ED%8E%AB%EC%A7%91%EC%82%AC,https://www.google.com/maps/search/?api=1&query=%ED%8E%AB%EC%A7%91%EC%82%AC%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%82%A8%EB%8F%99%EA%B5%AC%20%EC%84%A0%EC%88%98%EC%B4%8C%EA%B3%B5%EC%9B%90%EB%A1%9C23%EB%B2%88%EA%B8%B8%2011%20701-74%ED%98%B8
49,동물장례,펫무지개다리,인천광역시 계양구 살라리로 28 503호,,O,X,X,,미흡 (전화,가격),"[대표](https://ldb-phinf.pstatic.net/20250701_103/1751377538405MyWhL_PNG/1000009644.png)",https://map.naver.com/v5/search/%ED%8E%AB%EB%AC%B4%EC%A7%80%EA%B0%9C%EB%8B%A4%EB%A6%AC,https://www.google.com/maps/search/?api=1&query=%ED%8E%AB%EB%AC%B4%EC%A7%80%EA%B0%9C%EB%8B%A4%EB%A6%AC%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B3%84%EC%96%91%EA%B5%AC%20%EC%82%B4%EB%9D%BC%EB%A6%AC%EB%A1%9C%2028%20503%ED%98%B8
50,동물장례,파트라슈,부산광역시 기장군 장안읍 기장대로 1561-68 파트라슈,051-723-2201,O,X,X,,미흡 (가격),"[대표](https://places.googleapis.com/v1/places/ChIJt8yNxa6GaDURTGUpZy5-nRU/photos/AZLasHo_Xcreex9og1IfLEjTPYecR1eW7KACV0AJrsq95ieEwDAhzr_tKHC8p3Wu7jLoJX1Rg0lW7ynY7kvKmFZ-vALgrNnTLbROni9QXoYcaxBxAvhIzWJaDGZVA0HMh5yneYD36H-vc4SKWm81hui0teGK5bzYe_n6A173Yo1VEYcamvJTWOONymESStseMN1nBavo9PEx8EYstOPB4yzsFDJS2BPbal-80CtMg8bhW9_jDscUcjGm04a2dwoQWDYoVvwkTEITgFug-cxyJDV0zP6yRGFkFykLd5B4wooCUEz2-eq1xomqGIOW_EW7W3mHdnGEtjRr9SXG3ROAUajXF256GB59Pxuga6qhl2gi8xIUvSsEXXKNf_mXFgV7QhAQZ6l8km6agqWRv_67GLQNe6EMoFRsUmandiZwJtOBZXQ/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg), [추가](https://places.googleapis.com/v1/places/ChIJt8yNxa6GaDURTGUpZy5-nRU/photos/AZLasHo_Xcreex9og1IfLEjTPYecR1eW7KACV0AJrsq95ieEwDAhzr_tKHC8p3Wu7jLoJX1Rg0lW7ynY7kvKmFZ-vALgrNnTLbROni9QXoYcaxBxAvhIzWJaDGZVA0HMh5yneYD36H-vc4SKWm81hui0teGK5bzYe_n6A173Yo1VEYcamvJTWOONymESStseMN1nBavo9PEx8EYstOPB4yzsFDJS2BPbal-80CtMg8bhW9_jDscUcjGm04a2dwoQWDYoVvwkTEITgFug-cxyJDV0zP6yRGFkFykLd5B4wooCUEz2-eq1xomqGIOW_EW7W3mHdnGEtjRr9SXG3ROAUajXF256GB59Pxuga6qhl2gi8xIUvSsEXXKNf_mXFgV7QhAQZ6l8km6agqWRv_67GLQNe6EMoFRsUmandiZwJtOBZXQ/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg)",https://map.naver.com/v5/search/%ED%8C%8C%ED%8A%B8%EB%9D%BC%EC%8A%88,https://www.google.com/maps/search/?api=1&query=%ED%8C%8C%ED%8A%B8%EB%9D%BC%EC%8A%88%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B8%B0%EC%9E%A5%EA%B5%B0%20%EC%9E%A5%EC%95%88%EC%9D%8D%20%EA%B8%B0%EC%9E%A5%EB%8C%80%EB%A1%9C%201561-68%20%ED%8C%8C%ED%8A%B8%EB%9D%BC%EC%8A%88
52,동물장례,스타티스,부산광역시 기장군 일광읍 차양길 175,,O,X,X,,미흡 (전화,가격),"[대표](https://ldb-phinf.pstatic.net/20210526_224/1622005975611Of4dA_JPEG/rTvvKtpUz7iElQjI5GfMjcJY.jpg)",https://map.naver.com/v5/search/%EC%8A%A4%ED%83%80%ED%8B%B0%EC%8A%A4,https://www.google.com/maps/search/?api=1&query=%EC%8A%A4%ED%83%80%ED%8B%B0%EC%8A%A4%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B8%B0%EC%9E%A5%EA%B5%B0%20%EC%9D%BC%EA%B4%91%EC%9D%8D%20%EC%B0%A8%EC%96%91%EA%B8%B8%20175
53,동물장례,한별반려동물장례식장입구,부산광역시 강서구 송정동,,O,X,X,,미흡 (전화,가격),"[대표](https://ldb-phinf.pstatic.net/20230517_71/1684291552659kgWB4_JPEG/%BD%C7%B3%BB%BA%C0%BE%C8%B4%E7_%283%29.jpg)",https://map.naver.com/v5/search/%ED%95%9C%EB%B3%84%EB%B0%98%EB%A0%A4%EB%8F%99%EB%AC%BC%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%EC%9E%85%EA%B5%AC,https://www.google.com/maps/search/?api=1&query=%ED%95%9C%EB%B3%84%EB%B0%98%EB%A0%A4%EB%8F%99%EB%AC%BC%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%EC%9E%85%EA%B5%AC%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B0%95%EC%84%9C%EA%B5%AC%20%EC%86%A1%EC%A0%95%EB%8F%99
55,동물장례,우리펫,대구광역시 서구 새방로27길 39 3층,010-9080-3375,O,X,X,,미흡 (가격),"[대표](https://places.googleapis.com/v1/places/ChIJu8nnbQiwfDURLvecIC7fpWk/photos/AZLasHrnglqvIcY8avJ4GdZ7lR-7xEZklWBDA1qVVfAHdjuRGFMJiavvsfGvB38folGnSLF8MId2jAAcnouT9dAuAsQKzL-LdYiXdA-RMmY0ht4LZ7D6mG_XhQeYgKm9zcwxIk04PCo68RPgNTl2J0BEI69jhBa17J68ome7PAQFCjXKyhWs2Tw_LjRp9zMScDmD-3pAwHFAksojbrpgQbcBhRHZsRIqxLqj2mC3-U-eBcoCyHdNedY4E0yFAwNxuLXRywkLe1pPLwcL51INmedcTsziYniGnVrR3Fr1ybtCG1kf7ZKXisUOd1Xb4bcGwPrakfpNm2uudZYtATy8DWw5euNX5s374el6gpG5QcDu1MmiMWExJGRefdTWGfJgVtCtWNK-UrJwvi8jp3yXVL6IYZERZ11uKV-zSIzm28JHCG4/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg), [추가](https://places.googleapis.com/v1/places/ChIJu8nnbQiwfDURLvecIC7fpWk/photos/AZLasHrnglqvIcY8avJ4GdZ7lR-7xEZklWBDA1qVVfAHdjuRGFMJiavvsfGvB38folGnSLF8MId2jAAcnouT9dAuAsQKzL-LdYiXdA-RMmY0ht4LZ7D6mG_XhQeYgKm9zcwxIk04PCo68RPgNTl2J0BEI69jhBa17J68ome7PAQFCjXKyhWs2Tw_LjRp9zMScDmD-3pAwHFAksojbrpgQbcBhRHZsRIqxLqj2mC3-U-eBcoCyHdNedY4E0yFAwNxuLXRywkLe1pPLwcL51INmedcTsziYniGnVrR3Fr1ybtCG1kf7ZKXisUOd1Xb4bcGwPrakfpNm2uudZYtATy8DWw5euNX5s374el6gpG5QcDu1MmiMWExJGRefdTWGfJgVtCtWNK-UrJwvi8jp3yXVL6IYZERZ11uKV-zSIzm28JHCG4/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg)",https://map.naver.com/v5/search/%EC%9A%B0%EB%A6%AC%ED%8E%AB,https://www.google.com/maps/search/?api=1&query=%EC%9A%B0%EB%A6%AC%ED%8E%AB%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%84%9C%EA%B5%AC%20%EC%83%88%EB%B0%A9%EB%A1%9C27%EA%B8%B8%2039%203%EC%B8%B5
56,동물장례,푸른솔,광주광역시 서구 운천로 131 에이동 2층 214호,,O,O,X,,미흡 (전화),"[대표](https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/2025/03/25/9/2/f8af297e-149a-423f-bde9-c96a9d10e1c1.png)",https://map.naver.com/v5/search/%ED%91%B8%EB%A5%B8%EC%86%94,https://www.google.com/maps/search/?api=1&query=%ED%91%B8%EB%A5%B8%EC%86%94%20%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%84%9C%EA%B5%AC%20%EC%9A%B4%EC%B2%9C%EB%A1%9C%20131%20%EC%97%90%EC%9D%B4%EB%8F%99%202%EC%B8%B5%20214%ED%98%B8
57,동물장례,하늘정원,광주광역시 광산구 체암로 1685-1,,O,X,X,,미흡 (전화,가격),"[대표](https://places.googleapis.com/v1/places/ChIJt0OpOQArcjURBhrDgg92ZRA/photos/AZLasHoXUbo9ldRTi0v8umgs2iprNUWV2oqnP443qg1dfDF_XK2CDJKRqotuHGr0ZQjWAzUEtJZGt-4hg7Eaa-E30Znzga2l5i6OqPRbA8hHuuQCAJ4eTYyHGCTiucqWq-JX7NDQs1zH7eQ3LCYDjNUe-uBoIFU6mK9dim_kW5N9NZtpzO_tmNwepGbvx54U04_7qZGVxb1N1EhB2xnwcX_N3eimbCo-xi_2C-momb7f1gCNy7Y2CFWB3jRl6Sh0UN0GqC1_s7uacPG5t6Y1XkG5i8_WfMOK89AZwwr5LvA5VbHGeNEr--bK20MSo55lIUIDoTOlljnDRnUxw4Vc0LASKhXQrUEW2hyos4izK4hk3se2R2RxiqC5GBI4HjFDXdS6tAmIIzJ3Ev4SI7plovDFAPVI2UptbxnZMXXEhqnxk_THLaijU-DQrwttZ3C3xg/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg), [추가](https://places.googleapis.com/v1/places/ChIJt0OpOQArcjURBhrDgg92ZRA/photos/AZLasHoXUbo9ldRTi0v8umgs2iprNUWV2oqnP443qg1dfDF_XK2CDJKRqotuHGr0ZQjWAzUEtJZGt-4hg7Eaa-E30Znzga2l5i6OqPRbA8hHuuQCAJ4eTYyHGCTiucqWq-JX7NDQs1zH7eQ3LCYDjNUe-uBoIFU6mK9dim_kW5N9NZtpzO_tmNwepGbvx54U04_7qZGVxb1N1EhB2xnwcX_N3eimbCo-xi_2C-momb7f1gCNy7Y2CFWB3jRl6Sh0UN0GqC1_s7uacPG5t6Y1XkG5i8_WfMOK89AZwwr5LvA5VbHGeNEr--bK20MSo55lIUIDoTOlljnDRnUxw4Vc0LASKhXQrUEW2hyos4izK4hk3se2R2RxiqC5GBI4HjFDXdS6tAmIIzJ3Ev4SI7plovDFAPVI2UptbxnZMXXEhqnxk_THLaijU-DQrwttZ3C3xg/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg)",https://map.naver.com/v5/search/%ED%95%98%EB%8A%98%EC%A0%95%EC%9B%90,https://www.google.com/maps/search/?api=1&query=%ED%95%98%EB%8A%98%EC%A0%95%EC%9B%90%20%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%B2%B4%EC%95%94%EB%A1%9C%201685-1
58,동물장례,해피펫 광주고객센터,광주광역시 동구 중앙로 262-2 1층,,O,X,X,,미흡 (전화,가격),"[대표](https://ldb-phinf.pstatic.net/20251111_110/17628524675949BWmN_JPEG/%C1%A6%B8%F1%C0%BB_%C0%D4%B7%C2%C7%CF%BC%BC%BF%E4.jpg)",https://map.naver.com/v5/search/%ED%95%B4%ED%94%BC%ED%8E%AB%20%EA%B4%91%EC%A3%BC%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0,https://www.google.com/maps/search/?api=1&query=%ED%95%B4%ED%94%BC%ED%8E%AB%20%EA%B4%91%EC%A3%BC%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0%20%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8F%99%EA%B5%AC%20%EC%A4%91%EC%95%99%EB%A1%9C%20262-2%201%EC%B8%B5
59,동물장례,퍼스트펫 광주,광주광역시 동구 남문로 720,,O,X,X,,미흡 (전화,가격),"[대표](https://ldb-phinf.pstatic.net/20240207_235/1707286991454fwxRU_JPEG/1000007220.jpg)",https://map.naver.com/v5/search/%ED%8D%BC%EC%8A%A4%ED%8A%B8%ED%8E%AB%20%EA%B4%91%EC%A3%BC,https://www.google.com/maps/search/?api=1&query=%ED%8D%BC%EC%8A%A4%ED%8A%B8%ED%8E%AB%20%EA%B4%91%EC%A3%BC%20%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8F%99%EA%B5%AC%20%EB%82%A8%EB%AC%B8%EB%A1%9C%20720
61,동물장례,타임투,광주광역시 광산구 북문대로 591,,O,X,X,,미흡 (전화,가격),"[대표](http://imgnews.naver.net/image/008/2009/09/16/2009091615431624426_1.jpg)",https://map.naver.com/v5/search/%ED%83%80%EC%9E%84%ED%88%AC,https://www.google.com/maps/search/?api=1&query=%ED%83%80%EC%9E%84%ED%88%AC%20%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EB%B6%81%EB%AC%B8%EB%8C%80%EB%A1%9C%20591
62,동물장례,무지개펫,광주광역시 광산구 송도로 210-1 2층 무지개 펫,,O,X,X,,미흡 (전화,가격),"[대표](https://ldb-phinf.pstatic.net/20250603_201/1748935075672YLpY8_PNG/%B8%B6%C1%F6%B8%B7_%C0%CC%BA%B0%B5%B5_%BB%E7%B6%FB%C0%B8%B7%CE_%C7%D4%B2%B2%C7%CF%B4%C2_%B0%F7%2C_%B9%AB%C1%F6%B0%B3_%C6%EA.png)",https://map.naver.com/v5/search/%EB%AC%B4%EC%A7%80%EA%B0%9C%ED%8E%AB,https://www.google.com/maps/search/?api=1&query=%EB%AC%B4%EC%A7%80%EA%B0%9C%ED%8E%AB%20%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%86%A1%EB%8F%84%EB%A1%9C%20210-1%202%EC%B8%B5%20%EB%AC%B4%EC%A7%80%EA%B0%9C%20%ED%8E%AB
63,동물장례,피플맥,대전광역시 동구 산내로1287번길 81-43 2층 201호,,O,X,X,,미흡 (전화,가격),"[대표](http://imgnews.naver.net/image/014/2016/06/28/201606281418405576_l_99_20160628141907.jpg)",https://map.naver.com/v5/search/%ED%94%BC%ED%94%8C%EB%A7%A5,https://www.google.com/maps/search/?api=1&query=%ED%94%BC%ED%94%8C%EB%A7%A5%20%EB%8C%80%EC%A0%84%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8F%99%EA%B5%AC%20%EC%82%B0%EB%82%B4%EB%A1%9C1287%EB%B2%88%EA%B8%B8%2081-43%202%EC%B8%B5%20201%ED%98%B8
65,동물장례,대전이별공간 서구점,대전광역시 서구 문정로90번길 65 602-A263호,,O,X,X,,미흡 (전화,가격),"[대표](https://ldb-phinf.pstatic.net/20250129_203/1738077603553TbuON_JPEG/KakaoTalk_20241116_163254236_04.jpg)",https://map.naver.com/v5/search/%EB%8C%80%EC%A0%84%EC%9D%B4%EB%B3%84%EA%B3%B5%EA%B0%84%20%EC%84%9C%EA%B5%AC%EC%A0%90,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%EC%9D%B4%EB%B3%84%EA%B3%B5%EA%B0%84%20%EC%84%9C%EA%B5%AC%EC%A0%90%20%EB%8C%80%EC%A0%84%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%84%9C%EA%B5%AC%20%EB%AC%B8%EC%A0%95%EB%A1%9C90%EB%B2%88%EA%B8%B8%2065%20602-A263%ED%98%B8
